epoch,lr-AdamW,step,train_giou,train_loss,val_giou,val_loss
,0.0001,0,,,,
0,,499,,,-0.6236327886581421,46.837913513183594
0,,499,-0.035521794110536575,24.647172927856445,,
,0.0001,500,,,,
1,,999,,,-0.59336918592453,44.20888900756836
1,,999,0.049162350594997406,20.967056274414062,,
